id,date,store_nbr,family,sales,onpromotion
2607077,2017-01-07,1,FROZEN FOODS,111.19,2
2607078,2017-01-07,1,GROCERY I,2898.0,49
2607079,2017-01-07,1,GROCERY II,15.0,0
2607080,2017-01-07,1,HARDWARE,0.0,0
2607081,2017-01-07,1,HOME AND KITCHEN I,21.0,9
2607082,2017-01-07,1,HOME AND KITCHEN II,28.0,2
2607083,2017-01-07,1,HOME APPLIANCES,0.0,0
2607084,2017-01-07,1,HOME CARE,227.0,5
2607085,2017-01-07,1,LADIESWEAR,10.0,0
2607086,2017-01-07,1,LAWN AND GARDEN,20.0,0
2607087,2017-01-07,1,LINGERIE,6.0,0
2607088,2017-01-07,1,"LIQUOR,WINE,BEER",169.0,2
2607089,2017-01-07,1,MAGAZINES,12.0,0
2607090,2017-01-07,1,MEATS,254.636,0
2607091,2017-01-07,1,PERSONAL CARE,165.0,5
2607092,2017-01-07,1,PET SUPPLIES,12.0,0
2607093,2017-01-07,1,PLAYERS AND ELECTRONICS,11.0,0
2607094,2017-01-07,1,POULTRY,313.715,0
2607095,2017-01-07,1,PREPARED FOODS,104.369,1
2607096,2017-01-07,1,PRODUCE,2518.411,8
2607097,2017-01-07,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2607098,2017-01-07,1,SEAFOOD,28.926,1
2608848,2017-01-08,1,AUTOMOTIVE,0.0,0
2608849,2017-01-08,1,BABY CARE,0.0,0
2608850,2017-01-08,1,BEAUTY,1.0,1
2608851,2017-01-08,1,BEVERAGES,1356.0,32
2608852,2017-01-08,1,BOOKS,1.0,0
2608853,2017-01-08,1,BREAD/BAKERY,165.123,5
2608854,2017-01-08,1,CELEBRATION,1.0,0
2608855,2017-01-08,1,CLEANING,345.0,6
2608856,2017-01-08,1,DAIRY,447.0,19
2608857,2017-01-08,1,DELI,61.691,1
2608858,2017-01-08,1,EGGS,91.0,1
2608859,2017-01-08,1,FROZEN FOODS,75.6,2
2608860,2017-01-08,1,GROCERY I,1426.0,43
2608861,2017-01-08,1,GROCERY II,14.0,0
2608862,2017-01-08,1,HARDWARE,2.0,0
2608863,2017-01-08,1,HOME AND KITCHEN I,16.0,4
2608864,2017-01-08,1,HOME AND KITCHEN II,7.0,0
2608865,2017-01-08,1,HOME APPLIANCES,0.0,0
2608866,2017-01-08,1,HOME CARE,115.0,7
2608867,2017-01-08,1,LADIESWEAR,3.0,0
2608868,2017-01-08,1,LAWN AND GARDEN,17.0,0
2608869,2017-01-08,1,LINGERIE,0.0,0
2608870,2017-01-08,1,"LIQUOR,WINE,BEER",37.0,2
2608871,2017-01-08,1,MAGAZINES,9.0,0
2608872,2017-01-08,1,MEATS,122.859,0
2608873,2017-01-08,1,PERSONAL CARE,91.0,3
2608874,2017-01-08,1,PET SUPPLIES,4.0,0
2608875,2017-01-08,1,PLAYERS AND ELECTRONICS,6.0,0
2608876,2017-01-08,1,POULTRY,193.531,0
2608877,2017-01-08,1,PREPARED FOODS,73.781,1
2608878,2017-01-08,1,PRODUCE,1442.536,6
2608879,2017-01-08,1,SCHOOL AND OFFICE SUPPLIES,1.0,0
2608880,2017-01-08,1,SEAFOOD,18.886,1
2610630,2017-01-09,1,AUTOMOTIVE,2.0,0
2610631,2017-01-09,1,BABY CARE,0.0,0
2610632,2017-01-09,1,BEAUTY,6.0,2
2610633,2017-01-09,1,BEVERAGES,4100.0,34
2610634,2017-01-09,1,BOOKS,0.0,0
2610635,2017-01-09,1,BREAD/BAKERY,443.518,7
2610636,2017-01-09,1,CELEBRATION,21.0,0
2610637,2017-01-09,1,CLEANING,878.0,10
2610638,2017-01-09,1,DAIRY,853.0,26
2610639,2017-01-09,1,DELI,170.765,4
2610640,2017-01-09,1,EGGS,166.0,2
2610641,2017-01-09,1,FROZEN FOODS,105.829,1
2610642,2017-01-09,1,GROCERY I,2850.0,50
2610643,2017-01-09,1,GROCERY II,19.0,0
2610644,2017-01-09,1,HARDWARE,2.0,0
2610645,2017-01-09,1,HOME AND KITCHEN I,20.0,6
2610646,2017-01-09,1,HOME AND KITCHEN II,10.0,1
2610647,2017-01-09,1,HOME APPLIANCES,0.0,0
2610648,2017-01-09,1,HOME CARE,203.0,8
2610649,2017-01-09,1,LADIESWEAR,5.0,0
2610650,2017-01-09,1,LAWN AND GARDEN,14.0,0
2610651,2017-01-09,1,LINGERIE,1.0,0
2610652,2017-01-09,1,"LIQUOR,WINE,BEER",58.0,2
2610653,2017-01-09,1,MAGAZINES,5.0,0
2610654,2017-01-09,1,MEATS,274.457,0
2610655,2017-01-09,1,PERSONAL CARE,798.0,4
2610656,2017-01-09,1,PET SUPPLIES,8.0,0
2610657,2017-01-09,1,PLAYERS AND ELECTRONICS,6.0,0
2610658,2017-01-09,1,POULTRY,385.316,0
2610659,2017-01-09,1,PREPARED FOODS,88.813995,1
2610660,2017-01-09,1,PRODUCE,2796.361,8
2610661,2017-01-09,1,SCHOOL AND OFFICE SUPPLIES,1.0,0
2610662,2017-01-09,1,SEAFOOD,21.331,0
2612412,2017-01-10,1,AUTOMOTIVE,3.0,0
2612413,2017-01-10,1,BABY CARE,0.0,0
2612414,2017-01-10,1,BEAUTY,10.0,2
2612415,2017-01-10,1,BEVERAGES,2370.0,35
2612416,2017-01-10,1,BOOKS,3.0,0
2612417,2017-01-10,1,BREAD/BAKERY,402.117,7
2612418,2017-01-10,1,CELEBRATION,8.0,0
2612419,2017-01-10,1,CLEANING,920.0,7
2612420,2017-01-10,1,DAIRY,923.0,25
2612421,2017-01-10,1,DELI,129.809,5
2612422,2017-01-10,1,EGGS,117.0,2
2612423,2017-01-10,1,FROZEN FOODS,77.0,2
2612424,2017-01-10,1,GROCERY I,2939.0,52
2612425,2017-01-10,1,GROCERY II,30.0,0
2612426,2017-01-10,1,HARDWARE,1.0,0
2612427,2017-01-10,1,HOME AND KITCHEN I,35.0,8
2612428,2017-01-10,1,HOME AND KITCHEN II,19.0,1
2612429,2017-01-10,1,HOME APPLIANCES,0.0,0
2612430,2017-01-10,1,HOME CARE,241.0,6
2612431,2017-01-10,1,LADIESWEAR,6.0,0
2612432,2017-01-10,1,LAWN AND GARDEN,19.0,0
2612433,2017-01-10,1,LINGERIE,2.0,0
2612434,2017-01-10,1,"LIQUOR,WINE,BEER",139.0,1
2612435,2017-01-10,1,MAGAZINES,6.0,0
2612436,2017-01-10,1,MEATS,354.819,0
2612437,2017-01-10,1,PERSONAL CARE,179.0,6
2612438,2017-01-10,1,PET SUPPLIES,6.0,0
2612439,2017-01-10,1,PLAYERS AND ELECTRONICS,4.0,0
2612440,2017-01-10,1,POULTRY,311.952,0
2612441,2017-01-10,1,PREPARED FOODS,82.409,1
2612442,2017-01-10,1,PRODUCE,2693.894,8
2612443,2017-01-10,1,SCHOOL AND OFFICE SUPPLIES,1.0,0
2612444,2017-01-10,1,SEAFOOD,27.286,0
2614194,2017-01-11,1,AUTOMOTIVE,10.0,0
2614195,2017-01-11,1,BABY CARE,0.0,0
2614196,2017-01-11,1,BEAUTY,5.0,1
2614197,2017-01-11,1,BEVERAGES,2607.0,35
2614198,2017-01-11,1,BOOKS,0.0,0
2614199,2017-01-11,1,BREAD/BAKERY,485.901,7
2614200,2017-01-11,1,CELEBRATION,10.0,0
2614201,2017-01-11,1,CLEANING,947.0,6
2614202,2017-01-11,1,DAIRY,958.0,26
2614203,2017-01-11,1,DELI,132.118,7
2614204,2017-01-11,1,EGGS,134.0,2
2614205,2017-01-11,1,FROZEN FOODS,126.0,2
2614206,2017-01-11,1,GROCERY I,3265.0,48
2614207,2017-01-11,1,GROCERY II,12.0,0
2614208,2017-01-11,1,HARDWARE,1.0,0
2614209,2017-01-11,1,HOME AND KITCHEN I,33.0,9
2614210,2017-01-11,1,HOME AND KITCHEN II,25.0,1
2614211,2017-01-11,1,HOME APPLIANCES,0.0,0
2614212,2017-01-11,1,HOME CARE,222.0,5
2614213,2017-01-11,1,LADIESWEAR,19.0,0
2614214,2017-01-11,1,LAWN AND GARDEN,24.0,5
2614215,2017-01-11,1,LINGERIE,1.0,0
2614216,2017-01-11,1,"LIQUOR,WINE,BEER",73.0,1
2614217,2017-01-11,1,MAGAZINES,8.0,0
2614218,2017-01-11,1,MEATS,335.086,1
2614219,2017-01-11,1,PERSONAL CARE,188.0,5
2614220,2017-01-11,1,PET SUPPLIES,12.0,0
2614221,2017-01-11,1,PLAYERS AND ELECTRONICS,10.0,0
2614222,2017-01-11,1,POULTRY,368.889,0
2614223,2017-01-11,1,PREPARED FOODS,137.012,2
2614224,2017-01-11,1,PRODUCE,3982.73,218
2614225,2017-01-11,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2614226,2017-01-11,1,SEAFOOD,18.963,0
2615976,2017-01-12,1,AUTOMOTIVE,2.0,0
2615977,2017-01-12,1,BABY CARE,0.0,0
2615978,2017-01-12,1,BEAUTY,3.0,1
2615979,2017-01-12,1,BEVERAGES,2430.0,31
2615980,2017-01-12,1,BOOKS,2.0,0
2615981,2017-01-12,1,BREAD/BAKERY,458.714,7
2615982,2017-01-12,1,CELEBRATION,20.0,0
2615983,2017-01-12,1,CLEANING,686.0,9
2615984,2017-01-12,1,DAIRY,674.0,25
2615985,2017-01-12,1,DELI,83.691,5
2615986,2017-01-12,1,EGGS,119.0,2
2615987,2017-01-12,1,FROZEN FOODS,98.3,1
2615988,2017-01-12,1,GROCERY I,2736.0,51
2615989,2017-01-12,1,GROCERY II,17.0,0
2615990,2017-01-12,1,HARDWARE,3.0,0
2615991,2017-01-12,1,HOME AND KITCHEN I,32.0,4
2615992,2017-01-12,1,HOME AND KITCHEN II,20.0,0
2615993,2017-01-12,1,HOME APPLIANCES,0.0,0
2615994,2017-01-12,1,HOME CARE,166.0,7
2615995,2017-01-12,1,LADIESWEAR,12.0,0
2615996,2017-01-12,1,LAWN AND GARDEN,6.0,0
2615997,2017-01-12,1,LINGERIE,16.0,0
2615998,2017-01-12,1,"LIQUOR,WINE,BEER",86.0,2
2615999,2017-01-12,1,MAGAZINES,12.0,0
2616000,2017-01-12,1,MEATS,253.676,0
2616001,2017-01-12,1,PERSONAL CARE,148.0,4
2616002,2017-01-12,1,PET SUPPLIES,7.0,0
2616003,2017-01-12,1,PLAYERS AND ELECTRONICS,19.0,0
2616004,2017-01-12,1,POULTRY,318.763,0
2616005,2017-01-12,1,PREPARED FOODS,91.988,1
2616006,2017-01-12,1,PRODUCE,2291.617,9
2616007,2017-01-12,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2616008,2017-01-12,1,SEAFOOD,18.498,0
2617758,2017-01-13,1,AUTOMOTIVE,3.0,0
2617759,2017-01-13,1,BABY CARE,0.0,0
2617760,2017-01-13,1,BEAUTY,4.0,1
2617761,2017-01-13,1,BEVERAGES,2784.0,43
2617762,2017-01-13,1,BOOKS,2.0,0
2617763,2017-01-13,1,BREAD/BAKERY,437.744,8
2617764,2017-01-13,1,CELEBRATION,12.0,0
2617765,2017-01-13,1,CLEANING,778.0,8
2617766,2017-01-13,1,DAIRY,841.0,28
2617767,2017-01-13,1,DELI,190.517,54
2617768,2017-01-13,1,EGGS,176.0,30
2617769,2017-01-13,1,FROZEN FOODS,171.21,3
2617770,2017-01-13,1,GROCERY I,3014.0,65
2617771,2017-01-13,1,GROCERY II,18.0,0
2617772,2017-01-13,1,HARDWARE,3.0,0
2617773,2017-01-13,1,HOME AND KITCHEN I,13.0,7
2617774,2017-01-13,1,HOME AND KITCHEN II,24.0,0
2617775,2017-01-13,1,HOME APPLIANCES,0.0,0
2617776,2017-01-13,1,HOME CARE,190.0,8
2617777,2017-01-13,1,LADIESWEAR,19.0,0
2617778,2017-01-13,1,LAWN AND GARDEN,36.0,0
2617779,2017-01-13,1,LINGERIE,1.0,0
2617780,2017-01-13,1,"LIQUOR,WINE,BEER",161.0,3
2617781,2017-01-13,1,MAGAZINES,10.0,0
2617782,2017-01-13,1,MEATS,768.371,48
2617783,2017-01-13,1,PERSONAL CARE,153.0,6
2617784,2017-01-13,1,PET SUPPLIES,7.0,0
2617785,2017-01-13,1,PLAYERS AND ELECTRONICS,11.0,0
2617786,2017-01-13,1,POULTRY,539.236,40
2617787,2017-01-13,1,PREPARED FOODS,109.121,2
2617788,2017-01-13,1,PRODUCE,2943.461,11
2617789,2017-01-13,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2617790,2017-01-13,1,SEAFOOD,50.286,6
2619540,2017-01-14,1,AUTOMOTIVE,2.0,0
2619541,2017-01-14,1,BABY CARE,0.0,0
2619542,2017-01-14,1,BEAUTY,3.0,0
2619543,2017-01-14,1,BEVERAGES,2978.0,41
2619544,2017-01-14,1,BOOKS,2.0,0
2619545,2017-01-14,1,BREAD/BAKERY,423.425,8
2619546,2017-01-14,1,CELEBRATION,22.0,0
2619547,2017-01-14,1,CLEANING,637.0,8
2619548,2017-01-14,1,DAIRY,903.0,28
2619549,2017-01-14,1,DELI,150.582,8
2619550,2017-01-14,1,EGGS,171.0,2
2619551,2017-01-14,1,FROZEN FOODS,105.0,2
2619552,2017-01-14,1,GROCERY I,2905.0,54
2619553,2017-01-14,1,GROCERY II,19.0,0
2619554,2017-01-14,1,HARDWARE,2.0,0
2619555,2017-01-14,1,HOME AND KITCHEN I,14.0,4
2619556,2017-01-14,1,HOME AND KITCHEN II,17.0,0
2619557,2017-01-14,1,HOME APPLIANCES,0.0,0
2619558,2017-01-14,1,HOME CARE,242.0,9
2619559,2017-01-14,1,LADIESWEAR,23.0,0
2619560,2017-01-14,1,LAWN AND GARDEN,25.0,0
2619561,2017-01-14,1,LINGERIE,3.0,0
2619562,2017-01-14,1,"LIQUOR,WINE,BEER",113.0,2
2619563,2017-01-14,1,MAGAZINES,10.0,0
2619564,2017-01-14,1,MEATS,258.474,2
2619565,2017-01-14,1,PERSONAL CARE,159.0,5
2619566,2017-01-14,1,PET SUPPLIES,8.0,0
2619567,2017-01-14,1,PLAYERS AND ELECTRONICS,5.0,0
2619568,2017-01-14,1,POULTRY,328.294,0
2619569,2017-01-14,1,PREPARED FOODS,90.792,1
2619570,2017-01-14,1,PRODUCE,2688.454,10
2619571,2017-01-14,1,SCHOOL AND OFFICE SUPPLIES,1.0,0
2619572,2017-01-14,1,SEAFOOD,29.448,1
2621322,2017-01-15,1,AUTOMOTIVE,1.0,0
2621323,2017-01-15,1,BABY CARE,0.0,0
2621324,2017-01-15,1,BEAUTY,0.0,0
2621325,2017-01-15,1,BEVERAGES,1342.0,36
2621326,2017-01-15,1,BOOKS,0.0,0
2621327,2017-01-15,1,BREAD/BAKERY,178.54199,7
2621328,2017-01-15,1,CELEBRATION,5.0,0
2621329,2017-01-15,1,CLEANING,280.0,6
2621330,2017-01-15,1,DAIRY,466.0,19
2621331,2017-01-15,1,DELI,72.907,4
2621332,2017-01-15,1,EGGS,88.0,2
2621333,2017-01-15,1,FROZEN FOODS,58.0,2
2621334,2017-01-15,1,GROCERY I,1410.0,50
2621335,2017-01-15,1,GROCERY II,8.0,0
2621336,2017-01-15,1,HARDWARE,1.0,0
2621337,2017-01-15,1,HOME AND KITCHEN I,8.0,3
2621338,2017-01-15,1,HOME AND KITCHEN II,6.0,0
2621339,2017-01-15,1,HOME APPLIANCES,0.0,0
2621340,2017-01-15,1,HOME CARE,105.0,5
2621341,2017-01-15,1,LADIESWEAR,5.0,0
2621342,2017-01-15,1,LAWN AND GARDEN,16.0,0
2621343,2017-01-15,1,LINGERIE,0.0,0
2621344,2017-01-15,1,"LIQUOR,WINE,BEER",32.0,2
2621345,2017-01-15,1,MAGAZINES,4.0,0
2621346,2017-01-15,1,MEATS,119.443,1
2621347,2017-01-15,1,PERSONAL CARE,91.0,4
2621348,2017-01-15,1,PET SUPPLIES,1.0,0
2621349,2017-01-15,1,PLAYERS AND ELECTRONICS,5.0,0
2621350,2017-01-15,1,POULTRY,128.038,0
2621351,2017-01-15,1,PREPARED FOODS,50.087997,1
2621352,2017-01-15,1,PRODUCE,1479.333,7
2621353,2017-01-15,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2621354,2017-01-15,1,SEAFOOD,25.709,1
