id,date,store_nbr,family,sales,onpromotion
2599949,2017-01-03,1,FROZEN FOODS,124.176,1
2599950,2017-01-03,1,GROCERY I,3507.0,78
2599951,2017-01-03,1,GROCERY II,15.0,0
2599952,2017-01-03,1,HARDWARE,3.0,0
2599953,2017-01-03,1,HOME AND KITCHEN I,36.0,8
2599954,2017-01-03,1,HOME AND KITCHEN II,40.0,3
2599955,2017-01-03,1,HOME APPLIANCES,0.0,0
2599956,2017-01-03,1,HOME CARE,294.0,4
2599957,2017-01-03,1,LADIESWEAR,19.0,0
2599958,2017-01-03,1,LAWN AND GARDEN,16.0,0
2599959,2017-01-03,1,LINGERIE,13.0,0
2599960,2017-01-03,1,"LIQUOR,WINE,BEER",104.0,2
2599961,2017-01-03,1,MAGAZINES,1.0,0
2599962,2017-01-03,1,MEATS,344.583,0
2599963,2017-01-03,1,PERSONAL CARE,258.0,8
2599964,2017-01-03,1,PET SUPPLIES,10.0,1
2599965,2017-01-03,1,PLAYERS AND ELECTRONICS,9.0,0
2599966,2017-01-03,1,POULTRY,408.047,1
2599967,2017-01-03,1,PREPARED FOODS,108.369,2
2599968,2017-01-03,1,PRODUCE,3558.436,7
2599969,2017-01-03,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2599970,2017-01-03,1,SEAFOOD,30.082,0
2600301,2017-01-03,2,AUTOMOTIVE,18.0,0
2600302,2017-01-03,2,BABY CARE,0.0,0
2600303,2017-01-03,2,BEAUTY,8.0,1
2600304,2017-01-03,2,BEVERAGES,3703.0,41
2600305,2017-01-03,2,BOOKS,0.0,0
2600306,2017-01-03,2,BREAD/BAKERY,798.0,3
2600307,2017-01-03,2,CELEBRATION,18.0,1
2600308,2017-01-03,2,CLEANING,1194.0,14
2600309,2017-01-03,2,DAIRY,1128.0,14
2600310,2017-01-03,2,DELI,319.52,8
2600311,2017-01-03,2,EGGS,217.0,0
2600312,2017-01-03,2,FROZEN FOODS,143.751,0
2600313,2017-01-03,2,GROCERY I,4999.0,84
2600314,2017-01-03,2,GROCERY II,39.0,0
2600315,2017-01-03,2,HARDWARE,2.0,0
2600316,2017-01-03,2,HOME AND KITCHEN I,43.0,5
2600317,2017-01-03,2,HOME AND KITCHEN II,15.0,2
2600318,2017-01-03,2,HOME APPLIANCES,1.0,0
2600319,2017-01-03,2,HOME CARE,416.0,6
2600320,2017-01-03,2,LADIESWEAR,45.0,0
2600321,2017-01-03,2,LAWN AND GARDEN,18.0,0
2600322,2017-01-03,2,LINGERIE,9.0,0
2600323,2017-01-03,2,"LIQUOR,WINE,BEER",36.0,0
2600324,2017-01-03,2,MAGAZINES,4.0,0
2600325,2017-01-03,2,MEATS,653.962,0
2600326,2017-01-03,2,PERSONAL CARE,405.0,10
2600327,2017-01-03,2,PET SUPPLIES,7.0,0
2600328,2017-01-03,2,PLAYERS AND ELECTRONICS,13.0,0
2600329,2017-01-03,2,POULTRY,592.907,1
2600330,2017-01-03,2,PREPARED FOODS,158.399,2
2600331,2017-01-03,2,PRODUCE,3184.869,7
2600332,2017-01-03,2,SCHOOL AND OFFICE SUPPLIES,0.0,0
2600333,2017-01-03,2,SEAFOOD,53.492,0
2600664,2017-01-03,3,AUTOMOTIVE,5.0,0
2600665,2017-01-03,3,BABY CARE,2.0,0
2600666,2017-01-03,3,BEAUTY,21.0,1
2600667,2017-01-03,3,BEVERAGES,12066.0,47
2600668,2017-01-03,3,BOOKS,7.0,0
2600669,2017-01-03,3,BREAD/BAKERY,1509.949,3
2600670,2017-01-03,3,CELEBRATION,21.0,1
2600671,2017-01-03,3,CLEANING,2894.0,18
2600672,2017-01-03,3,DAIRY,2743.0,16
2600673,2017-01-03,3,DELI,346.988,7
2600674,2017-01-03,3,EGGS,664.0,0
2600675,2017-01-03,3,FROZEN FOODS,437.233,1
2600676,2017-01-03,3,GROCERY I,11312.0,91
2600677,2017-01-03,3,GROCERY II,45.0,0
2600678,2017-01-03,3,HARDWARE,2.0,0
2600679,2017-01-03,3,HOME AND KITCHEN I,85.0,7
2600680,2017-01-03,3,HOME AND KITCHEN II,79.0,6
2600681,2017-01-03,3,HOME APPLIANCES,0.0,0
2600682,2017-01-03,3,HOME CARE,764.0,5
2600683,2017-01-03,3,LADIESWEAR,62.0,0
2600684,2017-01-03,3,LAWN AND GARDEN,50.0,0
2600685,2017-01-03,3,LINGERIE,33.0,0
2600686,2017-01-03,3,"LIQUOR,WINE,BEER",210.0,3
2600687,2017-01-03,3,MAGAZINES,7.0,0
2600688,2017-01-03,3,MEATS,866.59,1
2600689,2017-01-03,3,PERSONAL CARE,820.0,11
2600690,2017-01-03,3,PET SUPPLIES,36.0,1
2600691,2017-01-03,3,PLAYERS AND ELECTRONICS,34.0,0
2600692,2017-01-03,3,POULTRY,1512.963,0
2600693,2017-01-03,3,PREPARED FOODS,375.009,2
2600694,2017-01-03,3,PRODUCE,11822.178,8
2600695,2017-01-03,3,SCHOOL AND OFFICE SUPPLIES,2.0,0
2600696,2017-01-03,3,SEAFOOD,134.033,1
2601720,2017-01-04,1,AUTOMOTIVE,1.0,0
2601721,2017-01-04,1,BABY CARE,0.0,0
2601722,2017-01-04,1,BEAUTY,4.0,1
2601723,2017-01-04,1,BEVERAGES,3039.0,54
2601724,2017-01-04,1,BOOKS,2.0,0
2601725,2017-01-04,1,BREAD/BAKERY,543.251,8
2601726,2017-01-04,1,CELEBRATION,17.0,1
2601727,2017-01-04,1,CLEANING,1055.0,15
2601728,2017-01-04,1,DAIRY,1029.0,32
2601729,2017-01-04,1,DELI,135.944,5
2601730,2017-01-04,1,EGGS,197.0,0
2601731,2017-01-04,1,FROZEN FOODS,115.0,2
2601732,2017-01-04,1,GROCERY I,3665.0,109
2601733,2017-01-04,1,GROCERY II,27.0,0
2601734,2017-01-04,1,HARDWARE,3.0,0
2601735,2017-01-04,1,HOME AND KITCHEN I,36.0,7
2601736,2017-01-04,1,HOME AND KITCHEN II,31.0,3
2601737,2017-01-04,1,HOME APPLIANCES,0.0,0
2601738,2017-01-04,1,HOME CARE,274.0,6
2601739,2017-01-04,1,LADIESWEAR,18.0,0
2601740,2017-01-04,1,LAWN AND GARDEN,12.0,4
2601741,2017-01-04,1,LINGERIE,7.0,0
2601742,2017-01-04,1,"LIQUOR,WINE,BEER",115.0,2
2601743,2017-01-04,1,MAGAZINES,6.0,0
2601744,2017-01-04,1,MEATS,326.203,0
2601745,2017-01-04,1,PERSONAL CARE,243.0,10
2601746,2017-01-04,1,PET SUPPLIES,6.0,1
2601747,2017-01-04,1,PLAYERS AND ELECTRONICS,8.0,0
2601748,2017-01-04,1,POULTRY,495.952,0
2601749,2017-01-04,1,PREPARED FOODS,74.846,2
2601750,2017-01-04,1,PRODUCE,4830.27,216
2601751,2017-01-04,1,SCHOOL AND OFFICE SUPPLIES,1.0,0
2601752,2017-01-04,1,SEAFOOD,39.352,1
2602083,2017-01-04,2,AUTOMOTIVE,6.0,0
2602084,2017-01-04,2,BABY CARE,0.0,0
2602085,2017-01-04,2,BEAUTY,1.0,0
2602086,2017-01-04,2,BEVERAGES,3531.0,61
2602087,2017-01-04,2,BOOKS,1.0,0
2602088,2017-01-04,2,BREAD/BAKERY,769.0,7
2602089,2017-01-04,2,CELEBRATION,18.0,1
2602090,2017-01-04,2,CLEANING,1244.0,18
2602091,2017-01-04,2,DAIRY,1146.0,34
2602092,2017-01-04,2,DELI,261.492,8
2602093,2017-01-04,2,EGGS,171.0,0
2602094,2017-01-04,2,FROZEN FOODS,147.98,2
2602095,2017-01-04,2,GROCERY I,4950.0,118
2602096,2017-01-04,2,GROCERY II,24.0,0
2602097,2017-01-04,2,HARDWARE,1.0,0
2602098,2017-01-04,2,HOME AND KITCHEN I,20.0,5
2602099,2017-01-04,2,HOME AND KITCHEN II,14.0,2
2602100,2017-01-04,2,HOME APPLIANCES,0.0,0
2602101,2017-01-04,2,HOME CARE,377.0,5
2602102,2017-01-04,2,LADIESWEAR,56.0,0
2602103,2017-01-04,2,LAWN AND GARDEN,6.0,4
2602104,2017-01-04,2,LINGERIE,13.0,0
2602105,2017-01-04,2,"LIQUOR,WINE,BEER",54.0,0
2602106,2017-01-04,2,MAGAZINES,6.0,0
2602107,2017-01-04,2,MEATS,383.147,1
2602108,2017-01-04,2,PERSONAL CARE,385.0,14
2602109,2017-01-04,2,PET SUPPLIES,9.0,1
2602110,2017-01-04,2,PLAYERS AND ELECTRONICS,12.0,0
2602111,2017-01-04,2,POULTRY,538.543,0
2602112,2017-01-04,2,PREPARED FOODS,150.671,4
2602113,2017-01-04,2,PRODUCE,4605.296,222
2602114,2017-01-04,2,SCHOOL AND OFFICE SUPPLIES,0.0,0
2602115,2017-01-04,2,SEAFOOD,40.339,1
2602446,2017-01-04,3,AUTOMOTIVE,19.0,0
2602447,2017-01-04,3,BABY CARE,3.0,0
2602448,2017-01-04,3,BEAUTY,27.0,1
2602449,2017-01-04,3,BEVERAGES,10656.0,69
2602450,2017-01-04,3,BOOKS,7.0,0
2602451,2017-01-04,3,BREAD/BAKERY,1565.7,10
2602452,2017-01-04,3,CELEBRATION,28.0,1
2602453,2017-01-04,3,CLEANING,3199.0,22
2602454,2017-01-04,3,DAIRY,2870.0,37
2602455,2017-01-04,3,DELI,309.81,8
2602456,2017-01-04,3,EGGS,596.0,0
2602457,2017-01-04,3,FROZEN FOODS,471.367,3
2602458,2017-01-04,3,GROCERY I,10457.0,129
2602459,2017-01-04,3,GROCERY II,97.0,0
2602460,2017-01-04,3,HARDWARE,3.0,0
2602461,2017-01-04,3,HOME AND KITCHEN I,61.0,9
2602462,2017-01-04,3,HOME AND KITCHEN II,75.0,6
2602463,2017-01-04,3,HOME APPLIANCES,4.0,0
2602464,2017-01-04,3,HOME CARE,802.0,9
2602465,2017-01-04,3,LADIESWEAR,56.0,0
2602466,2017-01-04,3,LAWN AND GARDEN,66.0,10
2602467,2017-01-04,3,LINGERIE,28.0,0
2602468,2017-01-04,3,"LIQUOR,WINE,BEER",144.0,4
2602469,2017-01-04,3,MAGAZINES,10.0,0
2602470,2017-01-04,3,MEATS,823.939,0
2602471,2017-01-04,3,PERSONAL CARE,763.0,15
2602472,2017-01-04,3,PET SUPPLIES,25.0,1
2602473,2017-01-04,3,PLAYERS AND ELECTRONICS,20.0,0
2602474,2017-01-04,3,POULTRY,1456.6951,1
2602475,2017-01-04,3,PREPARED FOODS,448.66602,4
2602476,2017-01-04,3,PRODUCE,13016.387,215
2602477,2017-01-04,3,SCHOOL AND OFFICE SUPPLIES,1.0,0
2602478,2017-01-04,3,SEAFOOD,134.41,1
2603502,2017-01-05,1,AUTOMOTIVE,2.0,0
2603503,2017-01-05,1,BABY CARE,0.0,0
2603504,2017-01-05,1,BEAUTY,3.0,2
2603505,2017-01-05,1,BEVERAGES,2617.0,32
2603506,2017-01-05,1,BOOKS,0.0,0
2603507,2017-01-05,1,BREAD/BAKERY,533.48,7
2603508,2017-01-05,1,CELEBRATION,40.0,0
2603509,2017-01-05,1,CLEANING,918.0,10
2603510,2017-01-05,1,DAIRY,853.0,24
2603511,2017-01-05,1,DELI,137.006,1
2603512,2017-01-05,1,EGGS,159.0,1
2603513,2017-01-05,1,FROZEN FOODS,157.514,2
2603514,2017-01-05,1,GROCERY I,3085.0,49
2603515,2017-01-05,1,GROCERY II,35.0,0
2603516,2017-01-05,1,HARDWARE,3.0,0
2603517,2017-01-05,1,HOME AND KITCHEN I,30.0,7
2603518,2017-01-05,1,HOME AND KITCHEN II,19.0,0
2603519,2017-01-05,1,HOME APPLIANCES,0.0,0
2603520,2017-01-05,1,HOME CARE,242.0,4
2603521,2017-01-05,1,LADIESWEAR,11.0,0
2603522,2017-01-05,1,LAWN AND GARDEN,9.0,0
2603523,2017-01-05,1,LINGERIE,5.0,0
2603524,2017-01-05,1,"LIQUOR,WINE,BEER",79.0,2
2603525,2017-01-05,1,MAGAZINES,6.0,0
2603526,2017-01-05,1,MEATS,274.205,0
2603527,2017-01-05,1,PERSONAL CARE,188.0,4
2603528,2017-01-05,1,PET SUPPLIES,8.0,0
2603529,2017-01-05,1,PLAYERS AND ELECTRONICS,11.0,0
2603530,2017-01-05,1,POULTRY,329.311,0
2603531,2017-01-05,1,PREPARED FOODS,112.270004,1
2603532,2017-01-05,1,PRODUCE,2896.172,5
2603533,2017-01-05,1,SCHOOL AND OFFICE SUPPLIES,1.0,0
2603534,2017-01-05,1,SEAFOOD,25.228,1
2603865,2017-01-05,2,AUTOMOTIVE,5.0,0
2603866,2017-01-05,2,BABY CARE,0.0,0
2603867,2017-01-05,2,BEAUTY,5.0,1
2603868,2017-01-05,2,BEVERAGES,3042.0,30
2603869,2017-01-05,2,BOOKS,1.0,0
2603870,2017-01-05,2,BREAD/BAKERY,648.0,7
2603871,2017-01-05,2,CELEBRATION,7.0,0
2603872,2017-01-05,2,CLEANING,988.0,14
2603873,2017-01-05,2,DAIRY,818.0,26
2603874,2017-01-05,2,DELI,192.073,1
2603875,2017-01-05,2,EGGS,164.0,2
2603876,2017-01-05,2,FROZEN FOODS,132.34799,2
2603877,2017-01-05,2,GROCERY I,4098.0,55
2603878,2017-01-05,2,GROCERY II,26.0,0
2603879,2017-01-05,2,HARDWARE,1.0,0
2603880,2017-01-05,2,HOME AND KITCHEN I,22.0,3
2603881,2017-01-05,2,HOME AND KITCHEN II,23.0,1
2603882,2017-01-05,2,HOME APPLIANCES,1.0,0
2603883,2017-01-05,2,HOME CARE,286.0,6
2603884,2017-01-05,2,LADIESWEAR,19.0,0
2603885,2017-01-05,2,LAWN AND GARDEN,19.0,0
2603886,2017-01-05,2,LINGERIE,5.0,0
2603887,2017-01-05,2,"LIQUOR,WINE,BEER",43.0,2
2603888,2017-01-05,2,MAGAZINES,3.0,0
2603889,2017-01-05,2,MEATS,397.038,2
2603890,2017-01-05,2,PERSONAL CARE,266.0,6
2603891,2017-01-05,2,PET SUPPLIES,5.0,0
2603892,2017-01-05,2,PLAYERS AND ELECTRONICS,9.0,0
2603893,2017-01-05,2,POULTRY,533.18,0
2603894,2017-01-05,2,PREPARED FOODS,126.15,1
2603895,2017-01-05,2,PRODUCE,2454.34,8
2603896,2017-01-05,2,SCHOOL AND OFFICE SUPPLIES,0.0,0
2603897,2017-01-05,2,SEAFOOD,33.521,1
2604228,2017-01-05,3,AUTOMOTIVE,13.0,0
2604229,2017-01-05,3,BABY CARE,3.0,0
2604230,2017-01-05,3,BEAUTY,19.0,2
2604231,2017-01-05,3,BEVERAGES,8295.0,35
2604232,2017-01-05,3,BOOKS,4.0,0
2604233,2017-01-05,3,BREAD/BAKERY,1376.867,9
2604234,2017-01-05,3,CELEBRATION,52.0,1
2604235,2017-01-05,3,CLEANING,2481.0,13
2604236,2017-01-05,3,DAIRY,2144.0,27
2604237,2017-01-05,3,DELI,347.902,1
2604238,2017-01-05,3,EGGS,447.0,2
2604239,2017-01-05,3,FROZEN FOODS,348.275,3
2604240,2017-01-05,3,GROCERY I,8745.0,56
2604241,2017-01-05,3,GROCERY II,79.0,0
2604242,2017-01-05,3,HARDWARE,3.0,0
2604243,2017-01-05,3,HOME AND KITCHEN I,59.0,9
2604244,2017-01-05,3,HOME AND KITCHEN II,47.0,1
2604245,2017-01-05,3,HOME APPLIANCES,0.0,0
2604246,2017-01-05,3,HOME CARE,556.0,5
2604247,2017-01-05,3,LADIESWEAR,60.0,0
2604248,2017-01-05,3,LAWN AND GARDEN,59.0,0
2604249,2017-01-05,3,LINGERIE,41.0,0
2604250,2017-01-05,3,"LIQUOR,WINE,BEER",130.0,3
2604251,2017-01-05,3,MAGAZINES,9.0,0
2604252,2017-01-05,3,MEATS,774.458,0
2604253,2017-01-05,3,PERSONAL CARE,562.0,7
2604254,2017-01-05,3,PET SUPPLIES,15.0,0
2604255,2017-01-05,3,PLAYERS AND ELECTRONICS,19.0,0
2604256,2017-01-05,3,POULTRY,1157.277,0
2604257,2017-01-05,3,PREPARED FOODS,319.097,0
2604258,2017-01-05,3,PRODUCE,7884.849,9
2604259,2017-01-05,3,SCHOOL AND OFFICE SUPPLIES,4.0,0
